target_id	gene_id	gene_symbol	RFP3D11	RFP3D39	RFP3D47	RFPNG14	RFPNG35	RFPNG45	RFPRPM4	RFPRPM41	RFPRPM6	protein
lcl|NC_010612.1_cds_WP_041324656.1_2770	MMAR_RS13835	MMAR_RS13835	2.00	4.00	3.00	3.00	4.00	2.00	0.00	0.00	2.00	TIGR03621 family F420-dependent LLM class oxidoreductase
lcl|NC_010612.1_cds_WP_237708330.1_2771	MMAR_RS13840	MMAR_RS13840	2.00	0.00	0.00	0.00	1.00	0.00	2.00	2.00	0.00	lipoprotein LppJ family protein
lcl|NC_010612.1_cds_WP_012394484.1_2772	MMAR_RS13845	ag85B	18.00	12.00	16.00	16.00	16.00	5.00	11.00	11.00	18.00	diacylglycerol acyltransferase/mycolyltransferase Ag85B
lcl|NC_010612.1_cds_WP_012394486.1_2773	MMAR_RS13850	MMAR_RS13850	7.00	9.00	3.00	4.00	8.00	5.00	13.00	13.00	3.00	DUF7159 family protein
lcl|NC_010612.1_cds_MMAR_RS13855_2774	MMAR_RS13855	MMAR_RS13855	0.00	2.00	1.00	2.00	5.00	2.00	2.00	2.00	4.00	DUF4389 domain-containing protein
lcl|NC_010612.1_cds_WP_049785232.1_2775	MMAR_RS13860	MMAR_RS13860	0.00	0.00	0.00	0.00	2.00	5.00	0.00	0.00	1.00	YceI family protein
lcl|NC_010612.1_cds_WP_012394489.1_2776	MMAR_RS13865	MMAR_RS13865	2.00	2.00	6.00	1.00	8.00	0.00	3.00	3.00	2.00	alcohol dehydrogenase catalytic domain-containing protein
lcl|NC_010612.1_cds_WP_012394490.1_2777	MMAR_RS13870	MMAR_RS13870	6.00	4.00	6.00	9.00	7.00	6.00	5.00	5.00	2.00	cytochrome P450
lcl|NC_010612.1_cds_WP_012394491.1_2778	MMAR_RS13875	MMAR_RS13875	3.00	3.00	3.00	1.00	5.00	0.00	4.00	4.00	9.00	hypothetical protein
lcl|NC_010612.1_cds_WP_012394492.1_2779	MMAR_RS13880	MMAR_RS13880	0.00	1.00	0.00	0.00	1.00	1.00	2.00	2.00	2.00	hypothetical protein
lcl|NC_010612.1_cds_WP_011739344.1_2780	MMAR_RS13885	MMAR_RS13885	6.00	8.00	19.00	12.00	13.00	5.00	7.00	7.00	9.00	Rv1893 family protein
lcl|NC_010612.1_cds_WP_012394493.1_2781	MMAR_RS13890	MMAR_RS13890	3.00	6.00	8.00	16.00	18.00	6.00	3.00	3.00	6.00	nitronate monooxygenase
lcl|NC_010612.1_cds_WP_012394494.1_2782	MMAR_RS13895	MMAR_RS13895	2.00	0.00	0.00	0.00	1.00	0.00	2.00	2.00	1.00	hypothetical protein
lcl|NC_010612.1_cds_WP_012394495.1_2783	MMAR_RS13900	MMAR_RS13900	5.00	2.00	3.00	11.00	18.00	3.00	1.00	1.00	2.00	flavin-containing monooxygenase
lcl|NC_010612.1_cds_MMAR_RS13905_2784	MMAR_RS13905	MMAR_RS13905	1.00	0.00	2.00	4.00	11.00	0.00	0.00	0.00	4.00	zinc-binding dehydrogenase
lcl|NC_010612.1_cds_MMAR_RS13910_2785	MMAR_RS13910	MMAR_RS13910	3.00	3.00	0.00	4.00	5.00	6.00	6.00	6.00	0.00	class I SAM-dependent methyltransferase
lcl|NC_010612.1_cds_WP_011740834.1_2786	MMAR_RS13915	dtd	0.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00	1.00	D-aminoacyl-tRNA deacylase
lcl|NC_010612.1_cds_WP_012394498.1_2787	MMAR_RS13925	MMAR_RS13925	1.00	3.00	0.00	1.00	4.00	0.00	0.00	0.00	0.00	MTH1187 family thiamine-binding protein
lcl|NC_010612.1_cds_WP_012394499.1_2788	MMAR_RS13930	MMAR_RS13930	0.00	0.00	2.00	3.00	2.00	0.00	0.00	0.00	2.00	macro domain-containing protein
lcl|NC_010612.1_cds_WP_049785233.1_2789	MMAR_RS29755	MMAR_RS29755	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	hypothetical protein
lcl|NC_010612.1_cds_WP_456320089.1_2790	MMAR_RS13940	MMAR_RS13940	5.00	1.00	3.00	1.00	4.00	3.00	5.00	5.00	3.00	competence/damage-inducible protein A
lcl|NC_010612.1_cds_WP_036427321.1_2791	MMAR_RS13945	MMAR_RS13945	2.00	1.00	1.00	1.00	1.00	0.00	0.00	0.00	0.00	sialate:H+ symport family MFS transporter
lcl|NC_010612.1_cds_WP_012394503.1_2792	MMAR_RS13950	MMAR_RS13950	2.00	3.00	2.00	2.00	5.00	0.00	3.00	3.00	4.00	amidohydrolase family protein
lcl|NC_010612.1_cds_WP_012394504.1_2793	MMAR_RS13955	MMAR_RS13955	1.00	5.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	phage holin family protein
lcl|NC_010612.1_cds_WP_011740808.1_2794	MMAR_RS13960	MMAR_RS13960	11.00	13.00	15.00	2.00	4.00	3.00	12.00	12.00	19.00	anti-sigma factor antagonist
lcl|NC_010612.1_cds_WP_012394506.1_2795	MMAR_RS13965	MMAR_RS13965	5.00	9.00	1.00	4.00	2.00	3.00	11.00	11.00	6.00	FAD-dependent oxidoreductase
lcl|NC_010612.1_cds_WP_041324661.1_2796	MMAR_RS13970	MMAR_RS13970	6.00	19.00	12.00	13.00	11.00	4.00	8.00	8.00	8.00	Rv1352/Rv1906c domain-containing protein
lcl|NC_010612.1_cds_WP_012394508.1_2797	MMAR_RS13975	MMAR_RS13975	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	hypothetical protein
lcl|NC_010612.1_cds_WP_237708331.1_2798	MMAR_RS13980	MMAR_RS13980	2.00	1.00	0.00	3.00	1.00	1.00	1.00	1.00	2.00	hypothetical protein
lcl|NC_010612.1_cds_WP_012394511.1_2799	MMAR_RS13985	MMAR_RS13985	3.00	3.00	1.00	4.00	6.00	2.00	0.00	0.00	0.00	PPE family protein
lcl|NC_010612.1_cds_MMAR_RS13990_2800	MMAR_RS13990	MMAR_RS13990	0.00	0.00	1.00	3.72	4.70	0.00	0.00	0.00	2.07	TetR/AcrR family transcriptional regulator
lcl|NC_010612.1_cds_WP_166436931.1_2801	MMAR_RS29760	MMAR_RS29760	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	hypothetical protein
lcl|NC_010612.1_cds_WP_012394513.1_2802	MMAR_RS13995	MMAR_RS13995	0.00	1.00	0.00	3.00	1.00	0.00	0.00	0.00	0.00	metal-dependent hydrolase
lcl|NC_010612.1_cds_WP_012394514.1_2803	MMAR_RS14000	MMAR_RS14000	5.00	1.00	0.00	2.00	3.00	2.00	1.00	1.00	2.00	hypothetical protein
lcl|NC_010612.1_cds_WP_012394515.1_2804	MMAR_RS14005	MMAR_RS14005	13.00	3.00	5.00	12.28	5.30	8.00	7.00	7.00	4.93	TetR/AcrR family transcriptional regulator
lcl|NC_010612.1_cds_WP_012394516.1_2805	MMAR_RS14010	MMAR_RS14010	5.00	3.00	3.00	11.00	19.00	6.00	0.00	0.00	1.00	phytoene desaturase family protein
lcl|NC_010612.1_cds_WP_012394517.1_2806	MMAR_RS14015	MMAR_RS14015	1.00	2.00	2.00	2.00	10.00	0.00	1.00	1.00	0.00	zinc-binding dehydrogenase
lcl|NC_010612.1_cds_WP_012394518.1_2807	MMAR_RS14020	MMAR_RS14020	2.00	0.00	0.00	5.00	2.00	2.00	0.00	0.00	0.00	SRPBCC family protein
lcl|NC_010612.1_cds_WP_012394519.1_2808	MMAR_RS14025	MMAR_RS14025	3.00	2.00	0.00	1.00	4.00	1.00	1.00	1.00	0.00	ArsR/SmtB family transcription factor
lcl|NC_010612.1_cds_WP_012394520.1_2809	MMAR_RS14030	MMAR_RS14030	2.00	2.00	1.00	3.00	1.00	0.00	2.00	2.00	2.00	hypothetical protein
lcl|NC_010612.1_cds_WP_012394521.1_2810	MMAR_RS30260	MMAR_RS30260	1.00	1.00	0.00	0.00	0.00	1.00	2.00	2.00	1.00	hypothetical protein
lcl|NC_010612.1_cds_WP_012394522.1_2811	MMAR_RS14035	MMAR_RS14035	1.00	1.00	1.00	0.00	1.00	2.00	2.00	2.00	1.00	MBL fold metallo-hydrolase
lcl|NC_010612.1_cds_WP_012394523.1_2812	MMAR_RS14040	MMAR_RS14040	0.00	0.00	0.00	1.00	0.00	2.00	2.00	2.00	2.00	hypothetical protein
lcl|NC_010612.1_cds_WP_012394524.1_2813	MMAR_RS14045	aceA	36.00	22.00	40.00	15.00	20.00	15.00	19.00	19.00	27.00	isocitrate lyase ICL2
lcl|NC_010612.1_cds_WP_012394525.1_2814	MMAR_RS14050	MMAR_RS14050	11.00	10.00	8.00	5.00	0.00	2.00	9.00	9.00	14.00	PPE family protein
lcl|NC_010612.1_cds_WP_012394526.1_2815	MMAR_RS31165	MMAR_RS31165	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	hypothetical protein
lcl|NC_010612.1_cds_WP_012394527.1_2816	MMAR_RS14060	MMAR_RS14060	3.00	2.00	4.00	1.00	3.00	2.00	5.00	5.00	2.00	LLM class flavin-dependent oxidoreductase
lcl|NC_010612.1_cds_WP_011740825.1_2817	MMAR_RS14065	MMAR_RS14065	3.00	0.00	4.00	2.00	5.00	0.00	0.00	0.00	2.00	SRPBCC family protein
lcl|NC_010612.1_cds_WP_049785234.1_2818	MMAR_RS14070	MMAR_RS14070	2.00	5.00	0.00	1.00	2.00	1.00	1.00	1.00	1.00	lysophospholipid acyltransferase family protein
lcl|NC_010612.1_cds_WP_041324666.1_2819	MMAR_RS14075	MMAR_RS14075	3.00	0.00	3.00	7.00	3.00	5.00	3.00	3.00	1.00	serine hydrolase domain-containing protein
lcl|NC_010612.1_cds_WP_012394530.1_2820	MMAR_RS14080	lipD	1.00	3.00	2.00	3.00	7.00	0.00	2.00	2.00	5.00	lipase LipD
lcl|NC_010612.1_cds_WP_181013129.1_2821	MMAR_RS14085	MMAR_RS14085	3.00	3.00	2.00	6.00	3.00	3.00	1.00	1.00	1.00	maleylpyruvate isomerase family mycothiol-dependent enzyme
lcl|NC_010612.1_cds_WP_012394532.1_2822	MMAR_RS28425	MMAR_RS28425	6.32	2.53	0.00	1.40	3.79	2.58	3.35	3.35	2.47	TetR family transcriptional regulator
lcl|NC_010612.1_cds_WP_012394533.1_2823	MMAR_RS14095	MMAR_RS14095	2.00	3.00	3.00	6.00	6.00	4.00	3.00	3.00	1.00	TetR/AcrR family transcriptional regulator
lcl|NC_010612.1_cds_WP_012394534.1_2824	MMAR_RS29770	MMAR_RS29770	0.00	0.00	2.00	1.60	0.00	1.42	1.35	1.35	2.04	ATP-binding protein
lcl|NC_010612.1_cds_WP_012394535.1_2825	MMAR_RS30265	MMAR_RS30265	2.68	2.47	0.00	0.00	0.21	0.00	2.30	2.30	1.48	TetR/AcrR family transcriptional regulator
lcl|NC_010612.1_cds_WP_041324669.1_2826	MMAR_RS14110	MMAR_RS14110	1.00	0.00	1.00	2.00	0.00	0.00	1.00	1.00	0.00	hypothetical protein
lcl|NC_010612.1_cds_WP_012394537.1_2827	MMAR_RS14115	MMAR_RS14115	6.00	4.00	6.00	5.00	11.00	7.00	4.00	4.00	3.00	fatty acyl-AMP ligase
lcl|NC_010612.1_cds_WP_012394538.1_2828	MMAR_RS28435	MMAR_RS28435	14.00	14.00	20.00	10.00	6.00	8.00	13.00	13.00	4.00	GNAT family N-acetyltransferase
lcl|NC_010612.1_cds_WP_012394539.1_2829	MMAR_RS14130	MMAR_RS14130	0.00	0.00	0.00	0.00	1.00	0.00	2.00	2.00	0.00	hypothetical protein
lcl|NC_010612.1_cds_WP_237708332.1_2830	MMAR_RS14135	MMAR_RS14135	0.00	4.00	2.00	0.00	0.00	1.00	4.00	4.00	0.00	hypothetical protein
lcl|NC_010612.1_cds_WP_012394541.1_2831	MMAR_RS14140	MMAR_RS14140	8.00	7.00	5.00	7.00	12.00	9.00	5.00	5.00	6.00	MPT63 family protein
lcl|NC_010612.1_cds_WP_012394542.1_2832	MMAR_RS14145	MMAR_RS14145	5.00	5.00	8.00	7.00	15.00	1.00	7.00	7.00	4.00	arylsulfatase
lcl|NC_010612.1_cds_WP_231389709.1_2833	MMAR_RS14150	MMAR_RS14150	2.00	1.00	1.00	2.00	0.00	0.00	0.00	0.00	2.00	GAP family protein
lcl|NC_010612.1_cds_WP_015355589.1_2834	MMAR_RS14155	MMAR_RS14155	1.00	0.00	0.00	2.00	0.00	1.00	1.00	1.00	1.00	bile acid:sodium symporter family protein
lcl|NC_010612.1_cds_WP_012394545.1_2835	MMAR_RS14160	MMAR_RS14160	3.00	1.00	5.00	5.00	1.00	0.00	2.00	2.00	1.00	antibiotic biosynthesis monooxygenase
lcl|NC_010612.1_cds_WP_020725360.1_2836	MMAR_RS14165	MMAR_RS14165	13.00	6.00	3.00	37.00	45.00	12.00	8.00	8.00	8.00	8-oxoguanine deaminase
lcl|NC_010612.1_cds_WP_020725361.1_2837	MMAR_RS14170	MMAR_RS14170	6.00	5.00	25.00	16.00	60.00	33.00	3.00	3.00	14.00	peroxiredoxin
lcl|NC_010612.1_cds_WP_012394548.1_2838	MMAR_RS14175	MMAR_RS14175	7.00	3.00	4.00	3.00	8.00	2.00	9.00	9.00	6.00	alpha-L-fucosidase
lcl|NC_010612.1_cds_WP_015355594.1_2839	MMAR_RS14180	MMAR_RS14180	3.00	2.00	7.00	7.00	21.00	9.00	6.00	6.00	4.00	SpoIIAA family protein
lcl|NC_010612.1_cds_WP_012394550.1_2840	MMAR_RS14185	MMAR_RS14185	3.00	7.00	8.00	0.00	1.00	2.00	2.00	2.00	2.00	YqjF family protein
lcl|NC_010612.1_cds_WP_012394551.1_2841	MMAR_RS14190	MMAR_RS14190	1.00	2.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	SDR family oxidoreductase
lcl|NC_010612.1_cds_WP_036449942.1_2842	MMAR_RS14195	MMAR_RS14195	4.00	0.00	2.00	1.00	1.00	0.00	2.00	2.00	0.00	nuclear transport factor 2 family protein
lcl|NC_010612.1_cds_WP_012394553.1_2843	MMAR_RS14200	MMAR_RS14200	0.00	1.00	0.00	2.00	0.00	0.00	1.00	1.00	1.00	alpha/beta fold hydrolase
lcl|NC_010612.1_cds_WP_012394554.1_2844	MMAR_RS14205	MMAR_RS14205	0.00	2.00	0.00	0.00	3.00	1.00	1.00	1.00	1.00	dihydrofolate reductase family protein
lcl|NC_010612.1_cds_WP_231395617.1_2845	MMAR_RS14210	MMAR_RS14210	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	hypothetical protein
lcl|NC_010612.1_cds_WP_012394556.1_2846	MMAR_RS14215	MMAR_RS14215	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	DJ-1/PfpI family protein
lcl|NC_010612.1_cds_WP_012394557.1_2847	MMAR_RS14220	MMAR_RS14220	1.00	0.00	0.00	0.00	1.00	1.00	1.00	1.00	2.00	GlxA family transcriptional regulator
lcl|NC_010612.1_cds_WP_012394558.1_2848	MMAR_RS14225	MMAR_RS14225	2.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	1.00	TIGR00366 family protein
lcl|NC_010612.1_cds_WP_012394560.1_2849	MMAR_RS14235	MMAR_RS14235	0.00	0.00	0.00	0.00	1.00	1.00	2.00	2.00	0.00	hypothetical protein
lcl|NC_010612.1_cds_WP_012394561.1_2850	MMAR_RS14240	MMAR_RS14240	3.00	2.00	1.00	3.00	2.00	1.00	2.00	2.00	1.00	radical SAM protein
lcl|NC_010612.1_cds_WP_011740785.1_2851	MMAR_RS14245	tpx	3.00	3.00	2.00	6.00	8.00	3.00	3.00	3.00	2.00	thiol peroxidase
lcl|NC_010612.1_cds_WP_012394562.1_2852	MMAR_RS14250	MMAR_RS14250	1.00	1.00	2.00	0.00	0.00	3.00	2.00	2.00	0.00	acyl-CoA dehydrogenase family protein
lcl|NC_010612.1_cds_WP_012394563.1_2853	MMAR_RS14255	MMAR_RS14255	0.00	1.00	2.00	3.00	1.00	3.00	1.00	1.00	0.00	acyl-CoA dehydrogenase
lcl|NC_010612.1_cds_WP_012394564.1_2854	MMAR_RS14260	MMAR_RS14260	2.00	1.00	0.00	0.00	2.00	0.00	0.00	0.00	1.00	enoyl-CoA hydratase
lcl|NC_010612.1_cds_WP_012394565.1_2855	MMAR_RS14265	MMAR_RS14265	0.00	1.00	2.00	3.00	5.00	3.00	3.00	3.00	0.00	LLM class flavin-dependent oxidoreductase
lcl|NC_010612.1_cds_WP_012394566.1_2856	MMAR_RS14270	MMAR_RS14270	0.00	0.00	1.00	1.00	2.00	1.00	0.00	0.00	1.00	FAD-binding oxidoreductase
lcl|NC_010612.1_cds_WP_012394567.1_2857	MMAR_RS14275	MMAR_RS14275	1.00	0.00	2.00	1.00	0.00	1.00	0.00	0.00	0.00	alpha/beta fold hydrolase
lcl|NC_010612.1_cds_WP_012394568.1_2858	MMAR_RS14280	MMAR_RS14280	0.00	0.00	1.00	2.00	0.00	0.00	0.00	0.00	0.00	flavin reductase family protein
lcl|NC_010612.1_cds_WP_012394569.1_2859	MMAR_RS14285	MMAR_RS14285	1.00	1.00	1.00	0.00	0.00	0.00	3.00	3.00	0.00	3,4-dihydroxy-2-butanone-4-phosphate synthase
lcl|NC_010612.1_cds_WP_012394570.1_2860	MMAR_RS14290	MMAR_RS14290	1.00	3.00	2.00	0.00	1.00	0.00	2.00	2.00	0.00	SDR family oxidoreductase
lcl|NC_010612.1_cds_WP_012394571.1_2861	MMAR_RS14295	MMAR_RS14295	1.00	3.00	5.00	8.00	6.00	0.00	0.00	0.00	3.00	YoaK family protein
lcl|NC_010612.1_cds_WP_012394572.1_2862	MMAR_RS14300	MMAR_RS14300	11.00	1.00	2.00	8.00	4.00	5.00	2.00	2.00	1.00	helix-turn-helix transcriptional regulator
lcl|NC_010612.1_cds_WP_012394573.1_2863	MMAR_RS14305	MMAR_RS14305	21.00	4.00	3.00	44.00	30.00	18.00	6.00	6.00	8.00	DMT family transporter
lcl|NC_010612.1_cds_WP_012394574.1_2864	MMAR_RS14310	MMAR_RS14310	5.00	0.00	3.00	5.00	6.00	5.00	6.00	6.00	2.00	TetR/AcrR family transcriptional regulator
lcl|NC_010612.1_cds_WP_011740773.1_2865	MMAR_RS14315	MMAR_RS14315	1.00	1.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	SCP2 sterol-binding domain-containing protein
lcl|NC_010612.1_cds_WP_012394575.1_2866	MMAR_RS14320	MMAR_RS14320	1.00	3.00	2.00	2.00	0.00	0.00	1.00	1.00	0.00	aldehyde dehydrogenase family protein
lcl|NC_010612.1_cds_WP_041324673.1_2867	MMAR_RS14325	MMAR_RS14325	1.00	4.00	2.00	1.00	2.00	1.00	0.00	0.00	2.00	LuxR C-terminal-related transcriptional regulator
lcl|NC_010612.1_cds_WP_012394577.1_2868	MMAR_RS14330	MMAR_RS14330	1.00	0.00	0.00	0.00	0.00	0.00	2.00	2.00	0.00	cytochrome P450
lcl|NC_010612.1_cds_WP_012394578.1_2869	MMAR_RS14335	MMAR_RS14335	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	nuclear transport factor 2 family protein
lcl|NC_010612.1_cds_WP_011740769.1_2870	MMAR_RS14340	MMAR_RS14340	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	ferredoxin
lcl|NC_010612.1_cds_WP_085979905.1_2871	MMAR_RS14345	MMAR_RS14345	0.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00	0.00	MlaE family ABC transporter permease
lcl|NC_010612.1_cds_WP_012394580.1_2872	MMAR_RS14350	MMAR_RS14350	1.00	0.00	1.00	2.00	1.00	0.00	0.00	0.00	0.00	ABC transporter permease
lcl|NC_010612.1_cds_WP_012394581.1_2873	MMAR_RS14355	MMAR_RS14355	1.00	0.00	0.00	2.00	0.00	2.00	1.00	1.00	0.00	MCE family protein
lcl|NC_010612.1_cds_WP_012394582.1_2874	MMAR_RS14360	MMAR_RS14360	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	1.00	virulence factor Mce family protein
lcl|NC_010612.1_cds_WP_012394583.1_2875	MMAR_RS14365	MMAR_RS14365	2.00	0.00	0.00	0.00	1.00	0.00	3.00	3.00	0.00	virulence factor Mce family protein
lcl|NC_010612.1_cds_WP_012394584.1_2876	MMAR_RS14370	MMAR_RS14370	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	virulence factor Mce family protein
lcl|NC_010612.1_cds_WP_012394585.1_2877	MMAR_RS14375	MMAR_RS14375	1.00	0.00	0.00	2.00	1.00	1.00	1.00	1.00	0.00	virulence factor Mce family protein
lcl|NC_010612.1_cds_WP_012394586.1_2878	MMAR_RS14380	MMAR_RS14380	2.00	1.00	1.00	0.00	1.00	2.00	1.00	1.00	1.00	MCE family protein
lcl|NC_010612.1_cds_WP_408581763.1_2879	MMAR_RS14385	MMAR_RS14385	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	Rv1363c family protein
lcl|NC_010612.1_cds_WP_408581764.1_2880	MMAR_RS14390	MMAR_RS14390	1.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	Rv1363c family protein
lcl|NC_010612.1_cds_WP_012394589.1_2881	MMAR_RS14395	MMAR_RS14395	1.00	0.00	1.00	1.00	1.00	0.00	0.00	0.00	1.00	CAP domain-containing protein
lcl|NC_010612.1_cds_WP_012394590.1_2882	MMAR_RS14400	MMAR_RS14400	3.00	2.00	1.00	1.00	2.00	7.00	3.00	3.00	4.00	DUF732 domain-containing protein
lcl|NC_010612.1_cds_WP_012394591.1_2883	MMAR_RS14405	MMAR_RS14405	2.00	2.00	0.00	0.00	2.00	1.00	2.00	2.00	3.00	NYN domain-containing protein
lcl|NC_010612.1_cds_WP_012394592.1_2884	MMAR_RS14410	MMAR_RS14410	2.00	3.00	4.00	3.00	7.00	2.00	0.00	0.00	3.00	hypothetical protein
lcl|NC_010612.1_cds_WP_012394593.1_2885	MMAR_RS14415	MMAR_RS14415	9.00	8.00	4.00	14.00	21.00	6.00	13.00	13.00	2.00	type VII secretion system ESX-1 target, MMAR_2894 family
lcl|NC_010612.1_cds_WP_258037080.1_2886	MMAR_RS14425	MMAR_RS14425	26.00	2.00	10.00	97.00	77.00	38.00	6.00	6.00	3.00	PPE family protein
lcl|NC_010612.1_cds_WP_020729138.1_2887	MMAR_RS14430	MMAR_RS14430	0.00	4.00	5.00	4.00	9.00	4.00	4.00	4.00	3.00	hypothetical protein
lcl|NC_010612.1_cds_WP_012394595.1_2888	MMAR_RS14435	MMAR_RS14435	1.00	2.00	2.00	2.00	2.00	0.00	2.00	2.00	2.00	NAD-dependent epimerase/dehydratase family protein
lcl|NC_010612.1_cds_WP_012394596.1_2889	MMAR_RS14440	MMAR_RS14440	4.00	2.00	2.00	2.00	3.00	0.00	2.00	2.00	1.00	hypothetical protein
lcl|NC_010612.1_cds_WP_012394597.1_2890	MMAR_RS14445	MMAR_RS14445	0.00	1.00	0.00	2.00	2.00	0.00	2.00	2.00	0.00	hypothetical protein
lcl|NC_010612.1_cds_WP_012394598.1_2891	MMAR_RS14450	MMAR_RS14450	0.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	1.00	hypothetical protein
lcl|NC_010612.1_cds_WP_011740756.1_2892	MMAR_RS14455	MMAR_RS14455	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	EF-Tu/IF-2/RF-3 family GTPase
lcl|NC_010612.1_cds_WP_012394600.1_2893	MMAR_RS14460	MMAR_RS14460	0.00	1.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	hypothetical protein
lcl|NC_010612.1_cds_WP_012394601.1_2894	MMAR_RS14465	MMAR_RS14465	6.00	6.00	2.00	2.00	0.00	1.00	2.00	2.00	2.00	glycoside hydrolase family 16 protein
lcl|NC_010612.1_cds_WP_012394602.1_2895	MMAR_RS14470	MMAR_RS14470	6.00	2.00	2.00	4.00	4.00	0.00	1.00	1.00	2.00	NADP-dependent oxidoreductase
lcl|NC_010612.1_cds_WP_012394603.1_2896	MMAR_RS14475	MMAR_RS14475	2.00	1.00	3.00	4.00	2.00	3.00	0.00	0.00	1.00	class I SAM-dependent methyltransferase
lcl|NC_010612.1_cds_WP_237708334.1_2897	MMAR_RS14480	MMAR_RS14480	23.00	6.00	26.00	19.00	36.00	18.00	22.00	22.00	20.00	hypothetical protein
lcl|NC_010612.1_cds_WP_012394605.1_2898	MMAR_RS14485	MMAR_RS14485	13.00	2.00	8.00	12.00	21.00	6.00	5.00	5.00	4.00	M48 family metallopeptidase
lcl|NC_010612.1_cds_WP_012394606.1_2899	MMAR_RS14490	MMAR_RS14490	0.00	2.00	3.00	2.00	3.00	1.00	0.00	0.00	3.00	serpin family protein
lcl|NC_010612.1_cds_WP_012394607.1_2900	MMAR_RS14495	MMAR_RS14495	0.00	2.00	1.00	2.00	1.00	2.00	1.00	1.00	2.00	cutinase family protein
lcl|NC_010612.1_cds_MMAR_RS30270_2901	MMAR_RS30270	MMAR_RS30270	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	LLM class flavin-dependent oxidoreductase
lcl|NC_010612.1_cds_WP_012394608.1_2902	MMAR_RS14505	MMAR_RS14505	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	DUF167 domain-containing protein
lcl|NC_010612.1_cds_WP_012394609.1_2903	MMAR_RS14510	MMAR_RS14510	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	1.00	hypothetical protein
lcl|NC_010612.1_cds_WP_012394610.1_2904	MMAR_RS14515	MMAR_RS14515	0.00	1.00	0.00	4.00	4.00	2.00	0.00	0.00	0.00	alpha/beta fold hydrolase
lcl|NC_010612.1_cds_WP_012394611.1_2905	MMAR_RS14520	MMAR_RS14520	4.00	5.00	5.00	2.00	2.00	1.00	5.00	5.00	1.00	BCCT family transporter
lcl|NC_010612.1_cds_WP_012394612.1_2906	MMAR_RS14525	katG	27.00	38.00	40.00	27.00	50.00	14.00	31.00	31.00	21.00	catalase/peroxidase HPI
lcl|NC_010612.1_cds_WP_041324677.1_2907	MMAR_RS14530	MMAR_RS14530	9.00	5.00	5.00	11.00	15.00	5.00	2.00	2.00	2.00	Fur family transcriptional regulator
lcl|NC_010612.1_cds_WP_011740210.1_2908	MMAR_RS14540	MMAR_RS14540	1.00	0.00	1.00	1.00	1.00	0.00	0.00	0.00	0.00	nitroreductase family deazaflavin-dependent oxidoreductase
lcl|NC_010612.1_cds_WP_049785299.1_2909	MMAR_RS14545	MMAR_RS14545	7.00	0.00	0.00	5.00	2.00	0.00	5.00	5.00	4.00	DUF1906 domain-containing protein
lcl|NC_010612.1_cds_WP_012394615.1_2910	MMAR_RS14550	MMAR_RS14550	0.00	0.00	0.00	1.00	3.00	0.00	1.00	1.00	2.00	sulfurtransferase
lcl|NC_010612.1_cds_WP_012394616.1_2911	MMAR_RS14555	MMAR_RS14555	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	DUF899 domain-containing protein
lcl|NC_010612.1_cds_WP_012394617.1_2912	MMAR_RS14560	MMAR_RS14560	4.00	2.00	0.00	9.00	4.00	0.00	2.00	2.00	0.00	cyclopropane mycolic acid synthase family methyltransferase
lcl|NC_010612.1_cds_WP_012394618.1_2913	MMAR_RS14565	MMAR_RS14565	2.00	1.00	0.00	4.00	8.00	0.00	3.00	3.00	3.00	hypothetical protein
lcl|NC_010612.1_cds_WP_012394619.1_2914	MMAR_RS14570	MMAR_RS14570	2.00	1.00	0.00	2.00	3.00	1.00	1.00	1.00	3.00	class I SAM-dependent methyltransferase
