gene_id	gene_symbol	description	category	log2FoldChange	pvalue	padj	significant
MMAR_RS23450	MMAR_RS23450	pyridoxal phosphate-dependent aminotransferase	General	5.2291	3.0681e-03	2.4092e-02	YES
MMAR_RS26520	MMAR_RS26520	DUF2237 family protein	General	4.4911	3.1012e-03	2.4092e-02	YES
MMAR_RS13030	MMAR_RS13030	gamma-aminobutyraldehyde dehydrogenase	General	1.0846	3.2510e-03	2.5216e-02	YES
MMAR_RS02080	MMAR_RS02080	phosphodiester glycosidase family protein	General	1.0985	3.3150e-03	2.5672e-02	YES
MMAR_RS12180	uvrA	excinuclease ABC subunit UvrA	General	-1.1016	3.3370e-03	2.5802e-02	YES
MMAR_RS02205	MMAR_RS02205	trehalose monomycolate exporter MmpL3	General	1.3413	3.3804e-03	2.6097e-02	YES
MMAR_RS25590	lysS	lysine--tRNA ligase	General	1.3744	3.3947e-03	2.6167e-02	YES
MMAR_RS01885	MMAR_RS01885	PE family protein	General	1.7237	3.5029e-03	2.6958e-02	YES
MMAR_RS04215	MMAR_RS04215	acyltransferase family protein	General	2.1212	3.5361e-03	2.7172e-02	YES
MMAR_RS22825	MMAR_RS22825	chorismate mutase	General	4.8223	3.5914e-03	2.7554e-02	YES
MMAR_RS05510	MMAR_RS05510	DUF4436 domain-containing protein	General	0.9254	3.7022e-03	2.8206e-02	YES
MMAR_RS07260	MMAR_RS07260	PPE family protein	General	0.9328	3.7104e-03	2.8206e-02	YES
MMAR_RS11075	MMAR_RS11075	PH domain-containing protein	General	0.9254	3.7022e-03	2.8206e-02	YES
MMAR_RS11495	MMAR_RS11495	hypothetical protein	General	0.9254	3.7022e-03	2.8206e-02	YES
MMAR_RS23620	MMAR_RS23620	MlaE family ABC transporter permease	General	0.9254	3.7022e-03	2.8206e-02	YES
MMAR_RS26310	MMAR_RS26310	lipid uptake coordinator LucA	General	0.9328	3.7104e-03	2.8206e-02	YES
MMAR_RS11905	MMAR_RS11905	lipase family protein	General	-1.4944	3.7564e-03	2.8512e-02	YES
MMAR_RS12250	pheT	phenylalanine--tRNA ligase subunit beta	General	1.6712	3.7919e-03	2.8737e-02	YES
MMAR_RS25705	hpt	hypoxanthine phosphoribosyltransferase	General	0.8257	3.8595e-03	2.9205e-02	YES
MMAR_RS15900	ftsZ	cell division protein FtsZ	General	2.7681	3.8926e-03	2.9410e-02	YES
MMAR_RS12865	MMAR_RS12865	SpoIIAA family protein	General	1.0851	3.9164e-03	2.9546e-02	YES
MMAR_RS24090	crtI	phytoene desaturase family protein	General	-6.0345	3.9307e-03	2.9608e-02	YES
MMAR_RS10400	MMAR_RS10400	phosphatidylinositol mannoside acyltransferase	General	4.1619	4.0341e-03	2.9800e-02	YES
MMAR_RS11685	MMAR_RS11685	carboxymuconolactone decarboxylase family protein	General	4.1619	4.0341e-03	2.9800e-02	YES
MMAR_RS12465	MMAR_RS12465	HAD-IIA family hydrolase	General	4.1619	4.0341e-03	2.9800e-02	YES
MMAR_RS12855	MMAR_RS12855	PE family protein	General	4.1619	4.0341e-03	2.9800e-02	YES
MMAR_RS15025	MMAR_RS15025	ABC transporter ATP-binding protein	General	4.1619	4.0341e-03	2.9800e-02	YES
MMAR_RS17635	MMAR_RS17635	hypothetical protein	General	2.0698	4.0266e-03	2.9800e-02	YES
MMAR_RS19095	MMAR_RS19095	acyl-CoA thioesterase	General	4.9292	3.9873e-03	2.9800e-02	YES
MMAR_RS20505	prfA	peptide chain release factor 1	General	-2.2489	4.0127e-03	2.9800e-02	YES
MMAR_RS21080	MMAR_RS21080	magnesium transporter MgtE N-terminal domain-containing protein	General	1.7645	3.9783e-03	2.9800e-02	YES
MMAR_RS21360	MMAR_RS21360	PPE domain-containing protein	General	4.1619	4.0341e-03	2.9800e-02	YES
MMAR_RS23175	MMAR_RS23175	carboxyl transferase domain-containing protein	General	4.1619	4.0341e-03	2.9800e-02	YES
MMAR_RS23310	MMAR_RS23310	TrmH family RNA methyltransferase	General	4.1619	4.0341e-03	2.9800e-02	YES
MMAR_RS27120	MMAR_RS27120	hypothetical protein	General	4.1619	4.0341e-03	2.9800e-02	YES
MMAR_RS04645	MMAR_RS04645	FUSC family protein	General	1.9330	4.0597e-03	2.9944e-02	YES
MMAR_RS26235	MMAR_RS26235	DEDDh family exonuclease	General	1.5998	4.0986e-03	3.0141e-02	YES
MMAR_RS26510	MMAR_RS26510	Pls/PosA family non-ribosomal peptide synthetase	General	0.9616	4.0977e-03	3.0141e-02	YES
MMAR_RS14305	MMAR_RS14305	DMT family transporter	General	-1.5121	4.1359e-03	3.0371e-02	YES
MMAR_RS21565	MMAR_RS21565	CPBP family intramembrane glutamic endopeptidase	General	4.9543	4.1974e-03	3.0732e-02	YES
MMAR_RS24685	MMAR_RS24685	gamma-glutamyltransferase family protein	General	4.9543	4.1974e-03	3.0732e-02	YES
MMAR_RS05090	rpsJ	30S ribosomal protein S10	General	0.7365	4.2108e-03	3.0752e-02	NO
MMAR_RS06440	lpqB	MtrAB system accessory lipoprotein LpqB	General	1.1751	4.2126e-03	3.0752e-02	YES
MMAR_RS12600	scpB	SMC-Scp complex subunit ScpB	General	5.6848	4.2190e-03	3.0753e-02	YES
MMAR_RS18605	rpsT	30S ribosomal protein S20	General	1.3952	4.2634e-03	3.1031e-02	YES
MMAR_RS07335	MMAR_RS07335	PPE family protein	General	1.1240	4.3379e-03	3.1488e-02	YES
MMAR_RS18270	MMAR_RS18270	PPE family protein	General	0.9412	4.3388e-03	3.1488e-02	YES
MMAR_RS05650	MMAR_RS05650	glycoside hydrolase family 65 protein	General	0.7344	4.5068e-03	3.2562e-02	NO
MMAR_RS28115	MMAR_RS28115	DUF3499 domain-containing protein	General	1.6346	4.5130e-03	3.2562e-02	YES
MMAR_RS20130	MMAR_RS20130	Rv1352/Rv1906c domain-containing protein	General	-2.0629	4.4985e-03	3.2562e-02	YES
MMAR_RS20285	MMAR_RS20285	Rv1363c family protein	General	0.7344	4.5068e-03	3.2562e-02	NO
MMAR_RS26820	MMAR_RS26820	VOC family protein	General	-1.5220	4.5253e-03	3.2603e-02	YES
MMAR_RS06850	MMAR_RS06850	DUF5994 family protein	General	1.4607	4.6127e-03	3.3184e-02	YES
MMAR_RS07330	MMAR_RS07330	NADH-quinone oxidoreductase subunit A	General	4.9816	4.8272e-03	3.4536e-02	YES
MMAR_RS10095	MMAR_RS10095	ribonuclease D	General	2.9185	4.8197e-03	3.4536e-02	YES
MMAR_RS11665	MMAR_RS11665	AMP-binding protein	General	1.7408	4.8320e-03	3.4536e-02	YES
MMAR_RS18235	MMAR_RS18235	WXG100 family type VII secretion target	General	2.5595	4.8353e-03	3.4536e-02	YES
MMAR_RS18250	MMAR_RS18250	WXG100 family type VII secretion target	General	2.5595	4.8353e-03	3.4536e-02	YES
MMAR_RS27360	MMAR_RS27360	PPE family protein	General	1.5246	4.8464e-03	3.4566e-02	YES
MMAR_RS21165	glgA	glycogen synthase	General	0.9149	4.8593e-03	3.4608e-02	YES
MMAR_RS03570	MMAR_RS03570	DUF2752 domain-containing protein	General	2.2811	4.9113e-03	3.4928e-02	YES
MMAR_RS30700	MMAR_RS30700	hypothetical protein	General	-3.2983	4.9895e-03	3.5434e-02	YES
MMAR_RS09055	frr	ribosome recycling factor	General	1.0347	5.0655e-03	3.5921e-02	YES
MMAR_RS18085	MMAR_RS18085	acyl-CoA dehydrogenase family protein	General	-0.7648	5.0782e-03	3.5960e-02	YES
MMAR_RS04925	MMAR_RS04925	deoxyribonuclease IV	General	1.0862	5.0997e-03	3.6061e-02	YES
MMAR_RS01710	msrA	peptide-methionine (S)-S-oxide reductase MsrA	General	-0.7421	5.1085e-03	3.6072e-02	NO
MMAR_RS11555	MMAR_RS11555	mmar_2319 family lipooligosaccharide biosynthesis protein	General	0.7962	5.1550e-03	3.6349e-02	YES
MMAR_RS03625	thiC	phosphomethylpyrimidine synthase ThiC	General	1.6780	5.2039e-03	3.6641e-02	YES
MMAR_RS31350	MMAR_RS31350	MinD/ParA family ATP-binding protein	General	1.2194	5.2685e-03	3.7044e-02	YES
MMAR_RS05160	MMAR_RS05160	DUF4436 domain-containing protein	General	2.1572	5.3076e-03	3.7266e-02	YES
MMAR_RS22665	MMAR_RS22665	UTP--glucose-1-phosphate uridylyltransferase	General	0.8804	5.3338e-03	3.7397e-02	YES
MMAR_RS27425	MMAR_RS27425	transglycosylase SLT domain-containing protein	General	1.3982	5.3943e-03	3.7768e-02	YES
MMAR_RS26215	MMAR_RS26215	hypothetical protein	General	-2.9430	5.5680e-03	3.8929e-02	YES
MMAR_RS05290	secY	preprotein translocase subunit SecY	General	0.8391	5.5863e-03	3.9002e-02	YES
MMAR_RS19140	lipQ	esterase LipQ	General	6.0632	5.6168e-03	3.9160e-02	YES
MMAR_RS25045	MMAR_RS25045	acyl-CoA dehydrogenase family protein	General	-5.7409	5.8445e-03	4.0690e-02	YES
MMAR_RS16175	ctaC	aa3-type cytochrome oxidase subunit II	General	0.9297	5.8649e-03	4.0775e-02	YES
MMAR_RS02845	MMAR_RS02845	sedoheptulose 7-phosphate cyclase	General	-6.0615	5.9040e-03	4.0989e-02	YES
MMAR_RS11840	MMAR_RS11840	aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme	General	-5.1058	5.9340e-03	4.1140e-02	YES
MMAR_RS05710	MMAR_RS05710	histidine phosphatase family protein	General	1.1059	5.9432e-03	4.1146e-02	YES
MMAR_RS05035	mftB	mycofactocin biosynthesis chaperone MftB	General	1.5179	5.9740e-03	4.1302e-02	YES
MMAR_RS18960	MMAR_RS18960	2-oxoacid:ferredoxin oxidoreductase subunit beta	General	-1.3056	6.0456e-03	4.1739e-02	YES
MMAR_RS16905	MMAR_RS16905	biotin carboxylase	General	2.2291	6.0698e-03	4.1848e-02	YES
MMAR_RS12220	MMAR_RS12220	TrmH family RNA methyltransferase	General	1.2628	6.0940e-03	4.1956e-02	YES
MMAR_RS02495	MMAR_RS02495	flavin reductase family protein	General	1.6317	6.1550e-03	4.2317e-02	YES
MMAR_RS05330	MMAR_RS05330	acyl-CoA dehydrogenase family protein	General	-5.5732	6.2261e-03	4.2747e-02	YES
MMAR_RS03710	MMAR_RS03710	AAA family ATPase	General	4.8263	6.2812e-03	4.2947e-02	YES
MMAR_RS22185	MMAR_RS22185	GNAT family N-acetyltransferase	General	4.8263	6.2812e-03	4.2947e-02	YES
MMAR_RS26700	MMAR_RS26700	PE family protein	General	4.8263	6.2812e-03	4.2947e-02	YES
MMAR_RS00310	leuS	leucine--tRNA ligase	General	1.5417	6.3170e-03	4.3094e-02	YES
MMAR_RS14930	MMAR_RS14930	MerR family transcriptional regulator	General	-5.0600	6.3199e-03	4.3094e-02	YES
MMAR_RS07540	MMAR_RS07540	FAD-binding oxidoreductase	General	1.5358	6.4160e-03	4.3569e-02	YES
MMAR_RS23220	prrA	two-component system response regulator PrrA	General	-1.2279	6.4034e-03	4.3569e-02	YES
MMAR_RS25025	MMAR_RS25025	MlaE family ABC transporter permease	General	6.0144	6.4153e-03	4.3569e-02	YES
MMAR_RS04050	MMAR_RS04050	tocopherol cyclase family protein	General	-1.3889	6.4938e-03	4.3917e-02	YES
MMAR_RS10555	secF	protein translocase subunit SecF	General	1.1992	6.4883e-03	4.3917e-02	YES
MMAR_RS20405	MMAR_RS20405	DNA-3-methyladenine glycosylase 2 family protein	General	4.3729	6.4781e-03	4.3917e-02	YES
MMAR_RS18475	MMAR_RS18475	hypothetical protein	General	0.6536	6.5070e-03	4.3947e-02	NO
MMAR_RS02420	MMAR_RS02420	NADP-dependent succinic semialdehyde dehydrogenase	General	2.0560	6.5468e-03	4.4156e-02	YES
MMAR_RS02765	MMAR_RS02765	Hsp70 family protein	General	-0.9273	6.6687e-03	4.4917e-02	YES
MMAR_RS06405	alkX	TetR family transcriptional regulator AlkX	General	-3.8395	6.7100e-03	4.5133e-02	YES
MMAR_RS06185	MMAR_RS06185	TetR/AcrR family transcriptional regulator	General	5.2968	6.8484e-03	4.5940e-02	YES
MMAR_RS21570	MMAR_RS21570	NAD(P)H-binding protein	General	5.2968	6.8484e-03	4.5940e-02	YES
MMAR_RS20060	MMAR_RS20060	acyl-CoA synthetase	General	-1.2375	6.9390e-03	4.6485e-02	YES
MMAR_RS03255	MMAR_RS03255	XdhC family protein	General	4.5681	7.1573e-03	4.7754e-02	YES
MMAR_RS09910	MMAR_RS09910	trypsin-like serine peptidase	General	4.5681	7.1573e-03	4.7754e-02	YES
MMAR_RS18695	MMAR_RS18695	vWA domain-containing protein	General	4.5681	7.1573e-03	4.7754e-02	YES
MMAR_RS00120	MMAR_RS00120	FHA domain-containing protein FhaB/FipA	General	1.1444	7.2023e-03	4.7925e-02	YES
MMAR_RS04210	MMAR_RS04210	Rv0518 family GDSL lipase	General	1.1444	7.2023e-03	4.7925e-02	YES
MMAR_RS28000	mymT	copper-binding metallothionein MymT	General	-1.6365	7.2402e-03	4.8101e-02	YES
MMAR_RS11220	tal	transaldolase	General	0.5547	7.2675e-03	4.8101e-02	NO
MMAR_RS13655	MMAR_RS13655	zinc-binding alcohol dehydrogenase family protein	General	0.9420	7.2612e-03	4.8101e-02	YES
MMAR_RS18265	MMAR_RS18265	PPE domain-containing protein	General	1.3378	7.2489e-03	4.8101e-02	YES
MMAR_RS09965	MMAR_RS09965	RNA polymerase sigma factor	General	1.0095	7.2989e-03	4.8245e-02	YES
MMAR_RS07275	nuoL	NADH-quinone oxidoreductase subunit L	General	5.3350	7.3305e-03	4.8389e-02	YES
MMAR_RS16540	MMAR_RS16540	IS1380-like element ISMyma7 family transposase	General	-0.8925	7.3434e-03	4.8410e-02	YES
MMAR_RS03745	groL	chaperonin GroEL	General	-1.5958	7.3888e-03	4.8645e-02	YES
MMAR_RS18990	clpP1	ATP-dependent CLP protease proteolytic subunit ClpP1	General	0.8713	7.4507e-03	4.8987e-02	YES
MMAR_RS02050	MMAR_RS02050	virulence factor Mce family protein	General	2.6690	7.5407e-03	4.9514e-02	YES
MMAR_RS10295	MMAR_RS10295	Rv2629 family ribosome hibernation factor	General	1.7962	7.6291e-03	5.0027e-02	NO
MMAR_RS17320	MMAR_RS17320	3-oxoacyl-ACP synthase III family protein	General	5.2156	7.6646e-03	5.0194e-02	NO
MMAR_RS15270	MMAR_RS15270	putative alpha/beta hydrolase	General	1.0397	7.7208e-03	5.0478e-02	NO
MMAR_RS17205	MMAR_RS17205	M23 family metallopeptidase	General	-1.4822	7.7329e-03	5.0478e-02	NO
MMAR_RS30590	MMAR_RS30590	hypothetical protein	General	1.5300	7.7384e-03	5.0478e-02	NO
MMAR_RS23565	MMAR_RS23565	hypothetical protein	General	1.3079	7.7738e-03	5.0642e-02	NO
MMAR_RS06400	MMAR_RS06400	rubredoxin	General	-5.5935	7.8247e-03	5.0906e-02	NO
MMAR_RS05780	MMAR_RS05780	GTP-binding protein	General	4.3228	7.9604e-03	5.1722e-02	NO
MMAR_RS07820	MMAR_RS07820	HpcH/HpaI aldolase/citrate lyase family protein	General	1.0207	8.0002e-03	5.1777e-02	NO
MMAR_RS10995	MMAR_RS10995	alpha/beta hydrolase	General	4.6523	7.9832e-03	5.1777e-02	NO
MMAR_RS20455	MMAR_RS20455	F0F1 ATP synthase subunit gamma	General	1.1888	7.9975e-03	5.1777e-02	NO
MMAR_RS13040	MMAR_RS13040	FHA domain-containing protein	General	1.5396	8.0317e-03	5.1913e-02	NO
MMAR_RS26930	pks13	polyketide synthase Pks13	General	1.3678	8.0537e-03	5.1988e-02	NO
MMAR_RS24880	MMAR_RS24880	hypothetical protein	General	-5.4693	8.1042e-03	5.2246e-02	NO
MMAR_RS08555	leuD	3-isopropylmalate dehydratase small subunit	General	-6.0812	8.2688e-03	5.3238e-02	NO
MMAR_RS00355	MMAR_RS00355	PadR family transcriptional regulator	General	-0.7239	8.4095e-03	5.4027e-02	NO
MMAR_RS02045	MMAR_RS02045	virulence factor Mce family protein	General	1.9411	8.4131e-03	5.4027e-02	NO
MMAR_RS10855	MMAR_RS10855	M24 family metallopeptidase	General	1.0104	8.4540e-03	5.4219e-02	NO
MMAR_RS01835	MMAR_RS01835	PE family protein	General	1.3705	8.4830e-03	5.4335e-02	NO
MMAR_RS00040	MMAR_RS00040	DUF3566 domain-containing protein	General	0.9217	8.5760e-03	5.4578e-02	NO
MMAR_RS03660	MMAR_RS03660	exodeoxyribonuclease III	General	0.9217	8.5760e-03	5.4578e-02	NO
MMAR_RS12115	MMAR_RS12115	lipid-transfer protein	General	0.9217	8.5760e-03	5.4578e-02	NO
MMAR_RS20640	MMAR_RS20640	Rv1289 family protein	General	1.2638	8.5549e-03	5.4578e-02	NO
MMAR_RS20875	MMAR_RS20875	secretion protein EspD	General	0.9217	8.5760e-03	5.4578e-02	NO
MMAR_RS23210	MMAR_RS23210	TetR/AcrR family transcriptional regulator	General	-6.2768	8.5906e-03	5.4602e-02	NO
MMAR_RS21120	MMAR_RS21120	O-methyltransferase	General	4.2159	8.6571e-03	5.4954e-02	NO
MMAR_RS24690	MMAR_RS24690	Rv1355c family protein	General	0.7027	8.6941e-03	5.5118e-02	NO
MMAR_RS08445	MMAR_RS08445	PQQ-dependent sugar dehydrogenase	General	1.2829	8.7511e-03	5.5409e-02	NO
MMAR_RS02140	ricR	copper-sensing transcriptional repressor RicR	General	-2.0285	8.8302e-03	5.5838e-02	NO
MMAR_RS03615	MMAR_RS03615	alpha/beta hydrolase family protein	General	4.1595	8.8994e-03	5.6062e-02	NO
MMAR_RS10215	MMAR_RS10215	hypothetical protein	General	1.9027	8.8773e-03	5.6062e-02	NO
MMAR_RS16385	lipA	lipoyl synthase	General	0.8413	8.8899e-03	5.6062e-02	NO
MMAR_RS15370	MMAR_RS15370	helix-turn-helix transcriptional regulator	General	1.6028	8.9390e-03	5.6240e-02	NO
MMAR_RS17750	MMAR_RS17750	oxidoreductase	General	-6.8572	9.1078e-03	5.7229e-02	NO
MMAR_RS10255	MMAR_RS10255	TetR/AcrR family transcriptional regulator	General	-0.8700	9.1968e-03	5.7716e-02	NO
MMAR_RS26385	MMAR_RS26385	ATP-binding protein	General	2.0965	9.2150e-03	5.7756e-02	NO
MMAR_RS23155	MMAR_RS23155	cation-translocating P-type ATPase	General	1.1193	9.3315e-03	5.8413e-02	NO
MMAR_RS23305	MMAR_RS23305	DUF2537 domain-containing protein	General	2.2907	9.3677e-03	5.8566e-02	NO
MMAR_RS02230	MMAR_RS02230	phosphoenolpyruvate carboxykinase (GTP)	General	-0.5040	9.3939e-03	5.8582e-02	NO
MMAR_RS02850	MMAR_RS02850	SDR family NAD(P)-dependent oxidoreductase	General	-5.7795	9.3899e-03	5.8582e-02	NO
MMAR_RS02995	MMAR_RS02995	pyridoxal phosphate-dependent aminotransferase	General	0.8819	9.5054e-03	5.9203e-02	NO
MMAR_RS22065	MMAR_RS22065	HAD family hydrolase	General	1.7505	9.5281e-03	5.9270e-02	NO
MMAR_RS07660	MMAR_RS07660	phytanoyl-CoA dioxygenase family protein	General	-5.3033	9.6261e-03	5.9805e-02	NO
MMAR_RS07395	MMAR_RS07395	homogentisate 1,2-dioxygenase	General	-5.7546	9.6636e-03	5.9962e-02	NO
MMAR_RS10980	metK	methionine adenosyltransferase	General	0.9774	9.7455e-03	6.0395e-02	NO
MMAR_RS01435	rpmB	50S ribosomal protein L28	General	-4.8462	9.9097e-03	6.1336e-02	NO
MMAR_RS24330	MMAR_RS24330	TIGR04255 family protein	General	1.9809	9.9252e-03	6.1356e-02	NO
MMAR_RS21445	MMAR_RS21445	TetR/AcrR family transcriptional regulator	General	-1.2079	9.9638e-03	6.1518e-02	NO
MMAR_RS31270	espM	ESX-1 type VII secretion system transcriptional regulator EspM	General	1.4134	1.0032e-02	6.1863e-02	NO
MMAR_RS31125	MMAR_RS31125	beta-ketoacyl reductase	General	-0.7874	1.0061e-02	6.1962e-02	NO
MMAR_RS02580	MMAR_RS02580	5-oxoprolinase subunit B family protein	General	4.0782	1.0156e-02	6.2396e-02	NO
MMAR_RS07780	MMAR_RS07780	LLM class F420-dependent oxidoreductase	General	4.0782	1.0156e-02	6.2396e-02	NO
MMAR_RS18490	MMAR_RS18490	nitrite/sulfite reductase	General	-0.8298	1.0205e-02	6.2616e-02	NO
MMAR_RS11395	MMAR_RS11395	VWA domain-containing protein	General	5.3543	1.0274e-02	6.2962e-02	NO
MMAR_RS24490	purF	amidophosphoribosyltransferase	General	1.0562	1.0294e-02	6.3010e-02	NO
MMAR_RS05900	MMAR_RS05900	D-alanyl-D-alanine carboxypeptidase DacB1	General	4.7996	1.0409e-02	6.3634e-02	NO
MMAR_RS04305	MMAR_RS04305	MinD/ParA family ATP-binding protein	General	0.7539	1.0487e-02	6.3953e-02	NO
MMAR_RS04725	MMAR_RS04725	crotonase/enoyl-CoA hydratase family protein	General	1.2364	1.0475e-02	6.3953e-02	NO
MMAR_RS24405	mshD	mycothiol synthase	General	1.4182	1.0515e-02	6.4042e-02	NO
MMAR_RS08075	MMAR_RS08075	2-isopropylmalate synthase	General	1.1362	1.0630e-02	6.4663e-02	NO
MMAR_RS11515	MMAR_RS11515	glycosyltransferase	General	2.2762	1.0654e-02	6.4733e-02	NO
MMAR_RS02490	MMAR_RS02490	acyl-CoA dehydrogenase	General	-1.4022	1.0780e-02	6.5340e-02	NO
MMAR_RS13730	MMAR_RS13730	alkyl hydroperoxide reductase	General	-2.0944	1.0775e-02	6.5340e-02	NO
MMAR_RS24895	MMAR_RS24895	GAP family protein	General	1.7410	1.0823e-02	6.5518e-02	NO
MMAR_RS16480	MMAR_RS16480	zinc ribbon domain-containing protein	General	4.4971	1.1023e-02	6.6483e-02	NO
MMAR_RS24150	MMAR_RS24150	SDR family oxidoreductase	General	4.4971	1.1023e-02	6.6483e-02	NO
MMAR_RS24160	MMAR_RS24160	amidohydrolase family protein	General	4.4971	1.1023e-02	6.6483e-02	NO
MMAR_RS01670	MMAR_RS01670	DUF1214 domain-containing protein	General	-0.7865	1.1094e-02	6.6834e-02	NO
MMAR_RS01030	gcvP	aminomethyl-transferring glycine dehydrogenase	General	0.7104	1.1248e-02	6.7681e-02	NO
MMAR_RS11625	MMAR_RS11625	glycosyltransferase family 2 protein	General	4.8299	1.1402e-02	6.8524e-02	NO
MMAR_RS16745	MMAR_RS16745	Hsp70 family protein	General	0.8497	1.1479e-02	6.8902e-02	NO
MMAR_RS12085	cydB	cytochrome d ubiquinol oxidase subunit II	General	1.2971	1.1528e-02	6.9111e-02	NO
MMAR_RS10225	MMAR_RS10225	ArsR/SmtB family transcription factor	General	-1.7880	1.1597e-02	6.9444e-02	NO
MMAR_RS00035	gyrA	DNA gyrase subunit A	General	1.4899	1.1833e-02	7.0770e-02	NO
MMAR_RS11875	MMAR_RS11875	adenosylmethionine--8-amino-7-oxononanoate transaminase	General	-5.0256	1.1854e-02	7.0808e-02	NO
MMAR_RS06360	MMAR_RS06360	phosphomannomutase/phosphoglucomutase	General	0.5944	1.1872e-02	7.0834e-02	NO
MMAR_RS17015	ppsA	phosphoenolpyruvate synthase	General	1.7235	1.1953e-02	7.1233e-02	NO
MMAR_RS03375	MMAR_RS03375	PPE family protein	General	1.2046	1.2085e-02	7.1756e-02	NO
MMAR_RS07555	MMAR_RS07555	mechanosensitive ion channel family protein	General	0.5515	1.2076e-02	7.1756e-02	NO
MMAR_RS14245	tpx	thiol peroxidase	General	-0.3903	1.2099e-02	7.1756e-02	NO
MMAR_RS21750	MMAR_RS21750	glycoside hydrolase	General	-4.6354	1.2097e-02	7.1756e-02	NO
MMAR_RS04680	MMAR_RS04680	lysylphosphatidylglycerol synthase transmembrane domain-containing protein	General	-5.0900	1.2157e-02	7.2014e-02	NO
MMAR_RS05615	MMAR_RS05615	DUF5319 domain-containing protein	General	0.8615	1.2244e-02	7.2443e-02	NO
MMAR_RS01870	MMAR_RS01870	NAD(P)(+) transhydrogenase (Re/Si-specific) subunit beta	General	1.1150	1.2270e-02	7.2507e-02	NO
MMAR_RS08620	rpmB	50S ribosomal protein L28	General	1.6125	1.2299e-02	7.2592e-02	NO
MMAR_RS13220	MMAR_RS13220	D-arabinono-1,4-lactone oxidase	General	1.7591	1.2391e-02	7.3052e-02	NO
MMAR_RS14060	MMAR_RS14060	LLM class flavin-dependent oxidoreductase	General	1.6059	1.2541e-02	7.3849e-02	NO
MMAR_RS06350	MMAR_RS06350	WhiB family transcriptional regulator	General	0.6961	1.2558e-02	7.3858e-02	NO
MMAR_RS01125	MMAR_RS01125	aromatic ring-hydroxylating oxygenase subunit alpha	General	-1.2598	1.2612e-02	7.4089e-02	NO
MMAR_RS24945	MMAR_RS24945	enoyl-CoA hydratase	General	-2.0545	1.2685e-02	7.4429e-02	NO
MMAR_RS26620	MMAR_RS26620	LapA family protein	General	-1.5509	1.2890e-02	7.5542e-02	NO
MMAR_RS17660	MMAR_RS17660	DUF4349 domain-containing protein	General	-5.3668	1.2965e-02	7.5896e-02	NO
MMAR_RS24890	MMAR_RS24890	alpha/beta fold hydrolase	General	-1.9952	1.2989e-02	7.5947e-02	NO
MMAR_RS06170	usfY	protein UsfY	General	1.4526	1.3087e-02	7.6431e-02	NO
MMAR_RS20475	MMAR_RS20475	F0F1 ATP synthase subunit C	General	0.9972	1.3203e-02	7.7017e-02	NO
MMAR_RS09500	MMAR_RS09500	lipid-transfer protein	General	-5.0262	1.3225e-02	7.7053e-02	NO
MMAR_RS02070	MMAR_RS02070	Rv1363c family protein	General	5.2917	1.3247e-02	7.7090e-02	NO
MMAR_RS19065	MMAR_RS19065	glycoside hydrolase family 13 protein	General	0.7386	1.3527e-02	7.8625e-02	NO
MMAR_RS24385	pstB	phosphate ABC transporter ATP-binding protein PstB	General	1.4106	1.3546e-02	7.8646e-02	NO
MMAR_RS12300	MMAR_RS12300	acetylornithine transaminase	General	4.6193	1.3650e-02	7.9155e-02	NO
MMAR_RS07450	budA	acetolactate decarboxylase	General	-4.6593	1.3724e-02	7.9402e-02	NO
MMAR_RS24370	dusB	tRNA dihydrouridine synthase DusB	General	1.0049	1.3716e-02	7.9402e-02	NO
MMAR_RS04120	MMAR_RS04120	(2Fe-2S)-binding protein	General	4.9677	1.3799e-02	7.9739e-02	NO
MMAR_RS11745	MMAR_RS11745	hypothetical protein	General	4.9581	1.3854e-02	7.9964e-02	NO
MMAR_RS11780	MMAR_RS11780	lysozyme inhibitor LprI family protein	General	3.8847	1.3947e-02	8.0221e-02	NO
MMAR_RS12500	MMAR_RS12500	NUDIX domain-containing protein	General	3.8847	1.3947e-02	8.0221e-02	NO
MMAR_RS23460	MMAR_RS23460	SRPBCC family protein	General	3.8847	1.3947e-02	8.0221e-02	NO
MMAR_RS04460	MMAR_RS04460	DUF732 domain-containing protein	General	-1.7659	1.4025e-02	8.0579e-02	NO
MMAR_RS09235	MMAR_RS09235	hypothetical protein	General	1.1190	1.4116e-02	8.0913e-02	NO
MMAR_RS21720	gnd	phosphogluconate dehydrogenase (NAD(+)-dependent, decarboxylating)	General	1.1266	1.4111e-02	8.0913e-02	NO
MMAR_RS20600	MMAR_RS20600	TetR/AcrR family transcriptional regulator	General	-4.8563	1.4233e-02	8.1492e-02	NO
MMAR_RS09520	rpsO	30S ribosomal protein S15	General	1.3842	1.4317e-02	8.1875e-02	NO
MMAR_RS25295	MMAR_RS25295	fatty acid desaturase	General	0.8111	1.4437e-02	8.2471e-02	NO
MMAR_RS02790	MMAR_RS02790	glycoside hydrolase family 16 protein	General	2.1448	1.4536e-02	8.2941e-02	NO
MMAR_RS09020	tsf	translation elongation factor Ts	General	0.7171	1.4585e-02	8.3124e-02	NO
MMAR_RS07485	MMAR_RS07485	PPE family protein	General	4.8294	1.4754e-02	8.3892e-02	NO
