gene_id	gene_symbol	description	category	log2FoldChange	pvalue	padj	significant
MMAR_RS18350	MMAR_RS18350	16S rRNA (uracil(1498)-N(3))-methyltransferase	General	-1.9517	3.2733e-01	6.7105e-01	NO
MMAR_RS18400	MMAR_RS18400	GNAT family N-acetyltransferase	General	1.8410	3.2792e-01	6.7105e-01	NO
MMAR_RS18410	MMAR_RS18410	beta-ketoacyl [acyl carrier protein	General	1.8740	3.2774e-01	6.7105e-01	NO
MMAR_RS18415	nbtC	nocobactin polyketide synthase NbtC	General	1.7274	3.2861e-01	6.7105e-01	NO
MMAR_RS31205	MMAR_RS31205	Ms4527A family Cys-rich leader peptide	General	1.7274	3.2861e-01	6.7105e-01	NO
MMAR_RS18540	MMAR_RS18540	FAD-dependent oxidoreductase	General	2.1615	2.5201e-01	6.7105e-01	NO
MMAR_RS18555	MMAR_RS18555	sensor domain-containing protein	General	0.4030	3.0387e-01	6.7105e-01	NO
MMAR_RS18560	lepA	translation elongation factor 4	General	0.3190	2.3818e-01	6.7105e-01	NO
MMAR_RS18565	MMAR_RS18565	type II toxin-antitoxin system PemK/MazF family toxin	General	0.5699	2.9886e-01	6.7105e-01	NO
MMAR_RS18575	MMAR_RS18575	Rv2407 family type 3 sulfatase	General	-0.5050	3.0725e-01	6.7105e-01	NO
MMAR_RS29240	MMAR_RS29240	ComEC/Rec2 family competence protein	General	1.8740	3.2774e-01	6.7105e-01	NO
MMAR_RS18625	MMAR_RS18625	acyl-CoA dehydrogenase family protein	General	-0.6626	3.2408e-01	6.7105e-01	NO
MMAR_RS18685	nadD	nicotinate-nucleotide adenylyltransferase	General	2.1618	2.5416e-01	6.7105e-01	NO
MMAR_RS18770	proB	glutamate 5-kinase	General	-0.5389	2.9056e-01	6.7105e-01	NO
MMAR_RS18820	MMAR_RS18820	DUF937 domain-containing protein	General	2.5990	2.4590e-01	6.7105e-01	NO
MMAR_RS31020	MMAR_RS31020	transglycosylase family protein	General	2.1691	3.2633e-01	6.7105e-01	NO
MMAR_RS18980	MMAR_RS18980	MFS transporter	General	-0.4501	3.1160e-01	6.7105e-01	NO
MMAR_RS19040	pepN	aminopeptidase N	General	-0.4224	2.2198e-01	6.7105e-01	NO
MMAR_RS19045	MMAR_RS19045	DUF5130 domain-containing protein	General	-0.4328	3.2702e-01	6.7105e-01	NO
MMAR_RS19095	MMAR_RS19095	acyl-CoA thioesterase	General	-2.2849	3.1504e-01	6.7105e-01	NO
MMAR_RS19135	MMAR_RS19135	WS/DGAT/MGAT family O-acyltransferase	General	0.3056	2.8746e-01	6.7105e-01	NO
MMAR_RS19185	bkdB	3-methyl-2-oxobutanoate dehydrogenase subunit beta	General	2.9895	2.6031e-01	6.7105e-01	NO
MMAR_RS19210	MMAR_RS19210	acetyl-CoA carboxylase biotin carboxylase subunit	General	1.8740	3.2774e-01	6.7105e-01	NO
MMAR_RS19220	MMAR_RS19220	CoA transferase subunit B	General	2.1615	2.5201e-01	6.7105e-01	NO
MMAR_RS19235	MMAR_RS19235	SACE_7040 family transcriptional regulator	General	1.7274	3.2861e-01	6.7105e-01	NO
MMAR_RS19245	MMAR_RS19245	MFS transporter	General	2.2695	3.1075e-01	6.7105e-01	NO
MMAR_RS19260	MMAR_RS19260	helicase HerA-like domain-containing protein	General	-2.4243	2.5544e-01	6.7105e-01	NO
MMAR_RS19285	MMAR_RS19285	MlaE family ABC transporter permease	General	1.8410	3.2792e-01	6.7105e-01	NO
MMAR_RS19350	MMAR_RS19350	hypothetical protein	General	1.8410	3.2792e-01	6.7105e-01	NO
MMAR_RS19360	MMAR_RS19360	DUF7427 family protein	General	1.7274	3.2861e-01	6.7105e-01	NO
MMAR_RS19380	MMAR_RS19380	hypothetical protein	General	-1.9517	3.2733e-01	6.7105e-01	NO
MMAR_RS19420	MMAR_RS19420	hypothetical protein	General	1.7274	3.2861e-01	6.7105e-01	NO
MMAR_RS19465	MMAR_RS19465	major capsid protein	General	-1.9517	3.2733e-01	6.7105e-01	NO
MMAR_RS29830	MMAR_RS29830	phage-like protein	General	-1.9517	3.2733e-01	6.7105e-01	NO
MMAR_RS28845	MMAR_RS28845	WhiB family transcriptional regulator	General	1.8410	3.2792e-01	6.7105e-01	NO
MMAR_RS19640	MMAR_RS19640	hypothetical protein	General	1.8410	3.2792e-01	6.7105e-01	NO
MMAR_RS19645	MMAR_RS19645	DUF732 domain-containing protein	General	1.8740	3.2774e-01	6.7105e-01	NO
MMAR_RS27930	MMAR_RS27930	BRO family protein	General	1.7274	3.2861e-01	6.7105e-01	NO
MMAR_RS19835	MMAR_RS19835	cytochrome P450	General	1.7274	3.2861e-01	6.7105e-01	NO
MMAR_RS19855	MMAR_RS19855	ferredoxin	General	-1.9517	3.2733e-01	6.7105e-01	NO
MMAR_RS19880	MMAR_RS19880	LLM class flavin-dependent oxidoreductase	General	1.7274	3.2861e-01	6.7105e-01	NO
MMAR_RS19900	MMAR_RS19900	acyl-CoA dehydrogenase family protein	General	-1.9517	3.2733e-01	6.7105e-01	NO
MMAR_RS19925	MMAR_RS19925	hotdog fold thioesterase	General	1.7274	3.2861e-01	6.7105e-01	NO
MMAR_RS19995	MMAR_RS19995	acyl-CoA carboxylase subunit beta	General	2.1691	3.2633e-01	6.7105e-01	NO
MMAR_RS20030	MMAR_RS20030	acyl-CoA synthetase	General	1.7274	3.2861e-01	6.7105e-01	NO
MMAR_RS20070	MMAR_RS20070	enoyl-CoA hydratase	General	1.7274	3.2861e-01	6.7105e-01	NO
MMAR_RS29850	MMAR_RS29850	hypothetical protein	General	1.8410	3.2792e-01	6.7105e-01	NO
MMAR_RS20250	MMAR_RS20250	ABC transporter permease	General	-0.4514	2.9999e-01	6.7105e-01	NO
MMAR_RS20270	MMAR_RS20270	MCE family protein	General	0.9313	2.3331e-01	6.7105e-01	NO
MMAR_RS20295	MMAR_RS20295	rhomboid family intramembrane serine protease	General	-0.6422	2.9777e-01	6.7105e-01	NO
MMAR_RS20370	MMAR_RS20370	tetratricopeptide repeat protein	General	-0.4115	2.7862e-01	6.7105e-01	NO
MMAR_RS30810	MMAR_RS30810	hypothetical protein	General	1.8740	3.2774e-01	6.7105e-01	NO
MMAR_RS20570	MMAR_RS20570	PE family protein	General	1.7274	3.2861e-01	6.7105e-01	NO
MMAR_RS20580	MMAR_RS20580	PPOX class F420-dependent oxidoreductase	General	-0.4476	2.4973e-01	6.7105e-01	NO
MMAR_RS20625	MMAR_RS20625	adenylate/guanylate cyclase domain-containing protein	General	0.8976	3.1602e-01	6.7105e-01	NO
MMAR_RS20645	MMAR_RS20645	Rv2253 family sensor-like surface protein	General	0.8417	2.7267e-01	6.7105e-01	NO
MMAR_RS20660	MMAR_RS20660	PE family protein	General	1.7274	3.2861e-01	6.7105e-01	NO
MMAR_RS20665	MMAR_RS20665	LLM class flavin-dependent oxidoreductase	General	1.8410	3.2792e-01	6.7105e-01	NO
MMAR_RS20675	MMAR_RS20675	VOC family protein	General	-2.3209	2.4713e-01	6.7105e-01	NO
MMAR_RS20690	cysD	sulfate adenylyltransferase subunit CysD	General	-2.0951	3.2626e-01	6.7105e-01	NO
MMAR_RS20740	MMAR_RS20740	metallophosphoesterase family protein	General	-2.7196	2.8162e-01	6.7105e-01	NO
MMAR_RS20765	MMAR_RS20765	ABC transporter ATP-binding protein	General	-2.1870	3.0595e-01	6.7105e-01	NO
MMAR_RS20770	MMAR_RS20770	PE family protein	General	1.7274	3.2861e-01	6.7105e-01	NO
MMAR_RS20775	MMAR_RS20775	DUF732 domain-containing protein	General	1.7274	3.2861e-01	6.7105e-01	NO
MMAR_RS20825	MMAR_RS20825	MaoC/PaaZ C-terminal domain-containing protein	General	1.8410	3.2792e-01	6.7105e-01	NO
MMAR_RS20830	MMAR_RS20830	acetyl-CoA hydrolase/transferase family protein	General	2.2025	3.2620e-01	6.7105e-01	NO
MMAR_RS31045	MMAR_RS31045	Lrp/AsnC family transcriptional regulator	General	1.7274	3.2861e-01	6.7105e-01	NO
MMAR_RS20850	MMAR_RS20850	hypothetical protein	General	1.8740	3.2774e-01	6.7105e-01	NO
MMAR_RS20865	MMAR_RS20865	EspA/EspE family type VII secretion system effector	General	-2.8466	2.2083e-01	6.7105e-01	NO
MMAR_RS20925	MMAR_RS20925	nitroreductase family deazaflavin-dependent oxidoreductase	General	-0.6398	2.9708e-01	6.7105e-01	NO
MMAR_RS20950	MMAR_RS20950	FAD-binding oxidoreductase	General	0.6958	3.1116e-01	6.7105e-01	NO
MMAR_RS20965	MMAR_RS20965	PE family protein	General	1.7274	3.2861e-01	6.7105e-01	NO
MMAR_RS20970	MMAR_RS20970	PPE family protein	General	1.8334	3.2175e-01	6.7105e-01	NO
MMAR_RS21040	MMAR_RS21040	amino acid permease	General	1.8740	3.2774e-01	6.7105e-01	NO
MMAR_RS21115	sigE	RNA polymerase sigma factor SigE	General	0.8630	2.7368e-01	6.7105e-01	NO
MMAR_RS21190	folP	dihydropteroate synthase	General	-0.7774	2.7018e-01	6.7105e-01	NO
MMAR_RS21220	MMAR_RS21220	MarR family winged helix-turn-helix transcriptional regulator	General	1.7274	3.2861e-01	6.7105e-01	NO
MMAR_RS21235	MMAR_RS21235	PPE family protein	General	1.7274	3.2861e-01	6.7105e-01	NO
MMAR_RS21275	MMAR_RS21275	Zn-ribbon domain-containing OB-fold protein	General	1.7274	3.2861e-01	6.7105e-01	NO
MMAR_RS21335	MMAR_RS21335	HPP family protein	General	1.8410	3.2792e-01	6.7105e-01	NO
MMAR_RS21340	MMAR_RS21340	cation:proton antiporter	General	2.0541	3.2683e-01	6.7105e-01	NO
MMAR_RS21345	sat	sulfate adenylyltransferase	General	2.2025	3.2620e-01	6.7105e-01	NO
MMAR_RS21385	MMAR_RS21385	FAD-dependent monooxygenase	General	1.8740	3.2774e-01	6.7105e-01	NO
MMAR_RS21405	MMAR_RS21405	PadR family transcriptional regulator	General	1.8410	3.2792e-01	6.7105e-01	NO
MMAR_RS21440	mshB	N-acetyl-1-D-myo-inositol-2-amino-2-deoxy-alpha-D-glucopyranoside deacetylase	General	-1.9517	3.2733e-01	6.7105e-01	NO
MMAR_RS21445	MMAR_RS21445	TetR/AcrR family transcriptional regulator	General	-0.6320	2.3342e-01	6.7105e-01	NO
MMAR_RS21455	MMAR_RS21455	PE family protein	General	1.8740	3.2774e-01	6.7105e-01	NO
MMAR_RS21490	MMAR_RS21490	Rv1157c family protein	General	0.8920	3.0014e-01	6.7105e-01	NO
MMAR_RS21510	MMAR_RS21510	DUF1697 domain-containing protein	General	1.7274	3.2861e-01	6.7105e-01	NO
MMAR_RS21520	MMAR_RS21520	Rv1152 family transcriptional regulator	General	-0.2578	3.2268e-01	6.7105e-01	NO
MMAR_RS21560	MMAR_RS21560	NAD(P)H-binding protein	General	-2.5588	2.2755e-01	6.7105e-01	NO
MMAR_RS21605	MMAR_RS21605	crotonase/enoyl-CoA hydratase family protein	General	1.7274	3.2861e-01	6.7105e-01	NO
MMAR_RS21625	MMAR_RS21625	PE family protein	General	-1.9517	3.2733e-01	6.7105e-01	NO
MMAR_RS21710	MMAR_RS21710	VOC family protein	General	-1.9517	3.2733e-01	6.7105e-01	NO
MMAR_RS21750	MMAR_RS21750	glycoside hydrolase	General	2.1600	2.4457e-01	6.7105e-01	NO
MMAR_RS21770	MMAR_RS21770	ESX-1 secretion-associated protein	General	-1.9517	3.2733e-01	6.7105e-01	NO
MMAR_RS21785	MMAR_RS21785	hypothetical protein	General	2.2025	3.2620e-01	6.7105e-01	NO
MMAR_RS21925	trhA	PAQR family membrane homeostasis protein TrhA	General	0.9257	2.4231e-01	6.7105e-01	NO
MMAR_RS21975	MMAR_RS21975	alpha/beta hydrolase	General	0.5393	2.8326e-01	6.7105e-01	NO
MMAR_RS21985	MMAR_RS21985	acetyl-CoA C-acetyltransferase	General	-0.1303	2.3252e-01	6.7105e-01	NO
MMAR_RS22000	MMAR_RS22000	enoyl-CoA hydratase	General	-2.0951	3.2626e-01	6.7105e-01	NO
MMAR_RS22030	MMAR_RS22030	lipoprotein LpqV	General	2.2025	3.2620e-01	6.7105e-01	NO
MMAR_RS22035	MMAR_RS22035	patatin family protein	General	2.1618	2.5416e-01	6.7105e-01	NO
MMAR_RS22045	MMAR_RS22045	class II glutamine amidotransferase	General	1.8334	3.2175e-01	6.7105e-01	NO
MMAR_RS22075	MMAR_RS22075	NAD(P)H-dependent amine dehydrogenase family protein	General	1.7274	3.2861e-01	6.7105e-01	NO
MMAR_RS22125	MMAR_RS22125	GcvT family protein	General	2.0541	3.2683e-01	6.7105e-01	NO
MMAR_RS22145	MMAR_RS22145	C39 family peptidase	General	1.8410	3.2792e-01	6.7105e-01	NO
MMAR_RS22155	MMAR_RS22155	AraC-like ligand-binding domain-containing protein	General	-2.2808	3.2590e-01	6.7105e-01	NO
MMAR_RS22225	MMAR_RS22225	adenylate/guanylate cyclase domain-containing protein	General	-2.2884	2.3033e-01	6.7105e-01	NO
MMAR_RS22300	MMAR_RS22300	PPE family protein, SVP subgroup	General	-2.3215	2.1936e-01	6.7105e-01	NO
MMAR_RS22405	MMAR_RS22405	oxidoreductase	General	-1.9923	2.7727e-01	6.7105e-01	NO
MMAR_RS22450	MMAR_RS22450	TatD family hydrolase	General	-3.1979	2.9424e-01	6.7105e-01	NO
MMAR_RS22550	MMAR_RS22550	hypothetical protein	General	2.6845	2.1815e-01	6.7105e-01	NO
MMAR_RS22575	MMAR_RS22575	glycosyltransferase	General	1.8740	3.2774e-01	6.7105e-01	NO
MMAR_RS22580	MMAR_RS22580	glycosyltransferase family 4 protein	General	1.8740	3.2774e-01	6.7105e-01	NO
MMAR_RS22585	MMAR_RS22585	class I SAM-dependent methyltransferase	General	-2.2808	3.2590e-01	6.7105e-01	NO
MMAR_RS22615	MMAR_RS22615	carbon-nitrogen hydrolase family protein	General	1.8740	3.2774e-01	6.7105e-01	NO
MMAR_RS22620	MMAR_RS22620	class I SAM-dependent methyltransferase	General	1.7274	3.2861e-01	6.7105e-01	NO
MMAR_RS22640	MMAR_RS22640	FkbM family methyltransferase	General	2.2025	3.2620e-01	6.7105e-01	NO
MMAR_RS22700	mprA	two-component system response regulator MprA	General	-0.5903	2.9717e-01	6.7105e-01	NO
MMAR_RS22745	MMAR_RS22745	DUF1707 SHOCT-like domain-containing protein	General	-0.3458	2.2832e-01	6.7105e-01	NO
MMAR_RS22770	MMAR_RS22770	cell division protein PerM	General	-2.7265	2.5955e-01	6.7105e-01	NO
MMAR_RS22780	MMAR_RS22780	LLM class F420-dependent oxidoreductase	General	2.2469	3.2602e-01	6.7105e-01	NO
MMAR_RS22810	MMAR_RS22810	hypothetical protein	General	-2.8123	2.3572e-01	6.7105e-01	NO
MMAR_RS30610	MMAR_RS30610	DNA-formamidopyrimidine glycosylase family protein	General	2.0541	3.2683e-01	6.7105e-01	NO
MMAR_RS22850	MMAR_RS22850	PE family protein	General	-1.9517	3.2733e-01	6.7105e-01	NO
MMAR_RS22865	cobF	precorrin-6A synthase (deacetylating)	General	1.8410	3.2792e-01	6.7105e-01	NO
MMAR_RS22895	MMAR_RS22895	enoyl-CoA hydratase/isomerase family protein	General	1.8740	3.2774e-01	6.7105e-01	NO
MMAR_RS30615	MMAR_RS30615	transposase	General	-2.1536	3.1812e-01	6.7105e-01	NO
MMAR_RS29885	MMAR_RS29885	hypothetical protein	General	2.2025	3.2620e-01	6.7105e-01	NO
MMAR_RS30825	MMAR_RS30825	hypothetical protein	General	1.8740	3.2774e-01	6.7105e-01	NO
MMAR_RS23075	MMAR_RS23075	class I SAM-dependent methyltransferase	General	0.7305	3.1767e-01	6.7105e-01	NO
MMAR_RS23100	MMAR_RS23100	PE family protein	General	-2.5591	2.2572e-01	6.7105e-01	NO
MMAR_RS23130	MMAR_RS23130	VOC family protein	General	1.8410	3.2792e-01	6.7105e-01	NO
MMAR_RS23150	MMAR_RS23150	PPE family protein	General	-0.6146	2.9291e-01	6.7105e-01	NO
MMAR_RS23170	MMAR_RS23170	enoyl-CoA hydratase	General	0.3484	2.9920e-01	6.7105e-01	NO
MMAR_RS23205	MMAR_RS23205	sterol desaturase family protein	General	1.8334	3.2175e-01	6.7105e-01	NO
MMAR_RS23245	MMAR_RS23245	DUF2630 family protein	General	1.8740	3.2774e-01	6.7105e-01	NO
MMAR_RS23285	MMAR_RS23285	FAD-dependent oxidoreductase	General	0.4058	2.7431e-01	6.7105e-01	NO
MMAR_RS23420	MMAR_RS23420	hypothetical protein	General	2.0541	3.2683e-01	6.7105e-01	NO
MMAR_RS23485	MMAR_RS23485	hypothetical protein	General	-1.9517	3.2733e-01	6.7105e-01	NO
MMAR_RS23520	MMAR_RS23520	Rv2576c family protein	General	1.8740	3.2774e-01	6.7105e-01	NO
MMAR_RS23535	MMAR_RS23535	cytochrome C oxidase subunit IV family protein	General	-1.9517	3.2733e-01	6.7105e-01	NO
MMAR_RS23540	MMAR_RS23540	cytochrome c oxidase subunit 3	General	1.7274	3.2861e-01	6.7105e-01	NO
MMAR_RS23555	MMAR_RS23555	TetR/AcrR family transcriptional regulator	General	-1.9517	3.2733e-01	6.7105e-01	NO
MMAR_RS23595	MMAR_RS23595	MCE family protein	General	-2.9542	2.6520e-01	6.7105e-01	NO
MMAR_RS23620	MMAR_RS23620	MlaE family ABC transporter permease	General	-2.3220	2.8237e-01	6.7105e-01	NO
MMAR_RS23625	MMAR_RS23625	CaiB/BaiF CoA transferase family protein	General	1.8410	3.2792e-01	6.7105e-01	NO
MMAR_RS23640	MMAR_RS23640	ferredoxin	General	1.8410	3.2792e-01	6.7105e-01	NO
MMAR_RS23645	MMAR_RS23645	cytochrome P450	General	1.7274	3.2861e-01	6.7105e-01	NO
MMAR_RS23665	MMAR_RS23665	nitroreductase family protein	General	1.7274	3.2861e-01	6.7105e-01	NO
MMAR_RS23695	MMAR_RS23695	alpha/beta fold hydrolase	General	-2.1536	3.1812e-01	6.7105e-01	NO
MMAR_RS23710	MMAR_RS23710	ferredoxin	General	1.7274	3.2861e-01	6.7105e-01	NO
MMAR_RS23755	MMAR_RS23755	TetR/AcrR family transcriptional regulator	General	1.8410	3.2792e-01	6.7105e-01	NO
MMAR_RS23785	MMAR_RS23785	hypothetical protein	General	-2.9231	3.1969e-01	6.7105e-01	NO
MMAR_RS23810	MMAR_RS23810	SulP family inorganic anion transporter	General	2.8344	3.0349e-01	6.7105e-01	NO
MMAR_RS23815	MMAR_RS23815	acyl-CoA dehydrogenase family protein	General	1.8740	3.2774e-01	6.7105e-01	NO
MMAR_RS23825	MMAR_RS23825	cytochrome P450	General	-2.2879	2.5722e-01	6.7105e-01	NO
MMAR_RS23855	MMAR_RS23855	M24 family metallopeptidase	General	-2.2808	3.2590e-01	6.7105e-01	NO
MMAR_RS23865	MMAR_RS23865	amidohydrolase family protein	General	-2.1726	2.9963e-01	6.7105e-01	NO
MMAR_RS23875	MMAR_RS23875	ferredoxin	General	1.8740	3.2774e-01	6.7105e-01	NO
MMAR_RS23920	MMAR_RS23920	cyclase family protein	General	-2.3782	3.0645e-01	6.7105e-01	NO
MMAR_RS23940	MMAR_RS23940	3-carboxyethylcatechol 2,3-dioxygenase	General	1.8740	3.2774e-01	6.7105e-01	NO
MMAR_RS23950	MMAR_RS23950	alpha/beta fold hydrolase	General	-1.9517	3.2733e-01	6.7105e-01	NO
MMAR_RS24000	MMAR_RS24000	thiolase family protein	General	2.1691	3.2633e-01	6.7105e-01	NO
MMAR_RS24015	MMAR_RS24015	acyl-CoA dehydrogenase family protein	General	-1.9517	3.2733e-01	6.7105e-01	NO
MMAR_RS24020	MMAR_RS24020	acyl-CoA dehydrogenase family protein	General	-1.9517	3.2733e-01	6.7105e-01	NO
MMAR_RS24030	MMAR_RS24030	2Fe-2S iron-sulfur cluster-binding protein	General	1.8410	3.2792e-01	6.7105e-01	NO
MMAR_RS24040	MMAR_RS24040	LLM class F420-dependent oxidoreductase	General	-1.9517	3.2733e-01	6.7105e-01	NO
MMAR_RS24050	MMAR_RS24050	methylmalonyl-CoA mutase family protein	General	1.8410	3.2792e-01	6.7105e-01	NO
MMAR_RS24085	MMAR_RS24085	polyprenyl synthetase family protein	General	0.8100	2.5306e-01	6.7105e-01	NO
MMAR_RS24105	MMAR_RS24105	lycopene cyclase domain-containing protein	General	1.7274	3.2861e-01	6.7105e-01	NO
MMAR_RS24110	MMAR_RS24110	MMPL family transporter	General	-2.6199	2.7165e-01	6.7105e-01	NO
MMAR_RS24180	MMAR_RS24180	DEAD/DEAH box helicase	General	-0.9102	2.4785e-01	6.7105e-01	NO
MMAR_RS24185	metH	methionine synthase	General	-0.4531	3.2665e-01	6.7105e-01	NO
MMAR_RS29015	MMAR_RS29015	hypothetical protein	General	2.6855	2.5812e-01	6.7105e-01	NO
MMAR_RS24355	MMAR_RS24355	oxygenase MpaB family protein	General	-2.3084	2.9801e-01	6.7105e-01	NO
MMAR_RS24395	pstC	phosphate ABC transporter permease subunit PstC	General	-2.4329	2.6883e-01	6.7105e-01	NO
MMAR_RS24420	MMAR_RS24420	DUF4395 domain-containing protein	General	1.8740	3.2774e-01	6.7105e-01	NO
MMAR_RS24445	MMAR_RS24445	RyR domain-containing protein	General	0.7850	2.2957e-01	6.7105e-01	NO
MMAR_RS24485	purM	phosphoribosylformylglycinamidine cyclo-ligase	General	-0.4764	2.7637e-01	6.7105e-01	NO
MMAR_RS24540	MMAR_RS24540	M18 family aminopeptidase	General	0.4041	3.1820e-01	6.7105e-01	NO
MMAR_RS24545	MMAR_RS24545	Dyp-type peroxidase	General	-0.6638	2.5370e-01	6.7105e-01	NO
MMAR_RS24555	MMAR_RS24555	dihydrolipoyl dehydrogenase family protein	General	2.3541	2.7890e-01	6.7105e-01	NO
MMAR_RS24585	MMAR_RS24585	ATPase	General	1.8740	3.2774e-01	6.7105e-01	NO
MMAR_RS24615	MMAR_RS24615	TetR/AcrR family transcriptional regulator	General	1.8410	3.2792e-01	6.7105e-01	NO
MMAR_RS24620	MMAR_RS24620	DoxX family protein	General	1.8410	3.2792e-01	6.7105e-01	NO
MMAR_RS24635	MMAR_RS24635	hypothetical protein	General	-1.9923	2.7727e-01	6.7105e-01	NO
MMAR_RS24670	MMAR_RS24670	DUF429 domain-containing protein	General	-1.9923	2.7727e-01	6.7105e-01	NO
MMAR_RS24720	MMAR_RS24720	SDR family oxidoreductase	General	2.0541	3.2683e-01	6.7105e-01	NO
MMAR_RS24725	MMAR_RS24725	aldehyde dehydrogenase	General	-3.3933	2.3695e-01	6.7105e-01	NO
MMAR_RS24735	MMAR_RS24735	cytochrome P450	General	2.4907	3.2518e-01	6.7105e-01	NO
MMAR_RS24740	MMAR_RS24740	SDR family oxidoreductase	General	1.7274	3.2861e-01	6.7105e-01	NO
MMAR_RS24775	MMAR_RS24775	hypothetical protein	General	2.2193	3.1969e-01	6.7105e-01	NO
MMAR_RS24815	MMAR_RS24815	molybdopterin-dependent oxidoreductase	General	0.5357	3.1740e-01	6.7105e-01	NO
MMAR_RS24825	uraH	hydroxyisourate hydrolase	General	1.7274	3.2861e-01	6.7105e-01	NO
MMAR_RS24830	uraD	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase	General	1.8740	3.2774e-01	6.7105e-01	NO
MMAR_RS24850	MMAR_RS24850	enoyl-CoA hydratase	General	-2.2861	2.6628e-01	6.7105e-01	NO
MMAR_RS24885	MMAR_RS24885	type II secretion system F family protein	General	0.3068	2.8811e-01	6.7105e-01	NO
MMAR_RS30675	MMAR_RS30675	hypothetical protein	General	-0.7779	3.1557e-01	6.7105e-01	NO
MMAR_RS24930	MMAR_RS24930	acyl carrier protein	General	1.7274	3.2861e-01	6.7105e-01	NO
MMAR_RS24950	MMAR_RS24950	ABC transporter permease	General	2.1691	3.2633e-01	6.7105e-01	NO
MMAR_RS24965	MMAR_RS24965	Rv3488 family transcriptional regulator	General	1.7274	3.2861e-01	6.7105e-01	NO
MMAR_RS25025	MMAR_RS25025	MlaE family ABC transporter permease	General	-0.4384	2.9802e-01	6.7105e-01	NO
MMAR_RS25060	MMAR_RS25060	serine hydrolase	General	0.5382	3.0348e-01	6.7105e-01	NO
MMAR_RS25085	MMAR_RS25085	acyl-CoA synthetase	General	-2.8665	2.2120e-01	6.7105e-01	NO
MMAR_RS25175	MMAR_RS25175	hypothetical protein	General	2.4907	3.2518e-01	6.7105e-01	NO
MMAR_RS25195	MMAR_RS25195	2-keto-4-pentenoate hydratase	General	2.7157	3.2453e-01	6.7105e-01	NO
MMAR_RS25210	MMAR_RS25210	type IV toxin-antitoxin system AbiEi family antitoxin	General	-1.9517	3.2733e-01	6.7105e-01	NO
MMAR_RS25220	MMAR_RS25220	MaoC family dehydratase	General	1.8740	3.2774e-01	6.7105e-01	NO
MMAR_RS25245	MMAR_RS25245	steroid 3-ketoacyl-CoA thiolase	General	-2.4573	2.4642e-01	6.7105e-01	NO
MMAR_RS25250	MMAR_RS25250	DUF8021 domain-containing protein	General	1.7274	3.2861e-01	6.7105e-01	NO
MMAR_RS25280	ipdA	cholesterol ring-cleaving hydrolase subunit IpdA	General	1.8740	3.2774e-01	6.7105e-01	NO
MMAR_RS25285	ipdB	cholesterol ring-cleaving hydrolase subunit IpdB	General	2.2025	3.2620e-01	6.7105e-01	NO
MMAR_RS25310	kstR2	TetR family transcriptional regulator KstR2	General	2.1615	2.5201e-01	6.7105e-01	NO
MMAR_RS25370	MMAR_RS25370	cytochrome c biogenesis CcdA family protein	General	2.2025	3.2620e-01	6.7105e-01	NO
MMAR_RS25375	MMAR_RS25375	M56 family metallopeptidase	General	2.1615	2.5201e-01	6.7105e-01	NO
MMAR_RS25390	hsaB	3-hydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione monooxygenase reductase subunit	General	-2.2861	2.6628e-01	6.7105e-01	NO
MMAR_RS25405	hsaA	3-hydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione monooxygenase oxygenase subunit	General	0.6602	2.6203e-01	6.7105e-01	NO
MMAR_RS25440	MMAR_RS25440	metal ABC transporter ATP-binding protein	General	-2.9231	3.1969e-01	6.7105e-01	NO
MMAR_RS25445	MMAR_RS25445	metal ABC transporter permease	General	1.8410	3.2792e-01	6.7105e-01	NO
MMAR_RS25460	MMAR_RS25460	LamB/YcsF family protein	General	2.3586	3.0370e-01	6.7105e-01	NO
MMAR_RS25570	MMAR_RS25570	CbtB domain-containing protein	General	-1.9593	2.9010e-01	6.7105e-01	NO
MMAR_RS25600	panD	aspartate 1-decarboxylase	General	2.7361	2.5214e-01	6.7105e-01	NO
MMAR_RS25640	folE	GTP cyclohydrolase I FolE	General	0.8653	2.3737e-01	6.7105e-01	NO
MMAR_RS25670	MMAR_RS25670	PE family protein	General	1.7274	3.2861e-01	6.7105e-01	NO
MMAR_RS25675	MMAR_RS25675	WXG100 family type VII secretion target	General	-3.6673	2.5066e-01	6.7105e-01	NO
MMAR_RS25710	tilS	tRNA lysidine(34) synthetase TilS	General	-1.9517	3.2733e-01	6.7105e-01	NO
MMAR_RS25770	MMAR_RS25770	DNA polymerase III subunit delta'	General	0.4039	2.5637e-01	6.7105e-01	NO
MMAR_RS25785	MMAR_RS25785	hypothetical protein	General	-0.3125	3.1561e-01	6.7105e-01	NO
MMAR_RS25815	MMAR_RS25815	DUF4244 domain-containing protein	General	1.8740	3.2774e-01	6.7105e-01	NO
MMAR_RS25830	MMAR_RS25830	TadA family conjugal transfer-associated ATPase	General	-1.9517	3.2733e-01	6.7105e-01	NO
MMAR_RS25840	MMAR_RS25840	HAD-IB family hydrolase	General	-0.9029	2.3067e-01	6.7105e-01	NO
MMAR_RS25850	MMAR_RS25850	dipeptide ABC transporter ATP-binding protein	General	1.7274	3.2861e-01	6.7105e-01	NO
